Model:	LI-7810
SN:	TG10-01077
Software Version:	2.0.25
Timestamp:	2021-09-22 09:21:42
Timezone:	Europe/Amsterdam
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag	date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1632316857	243602037	1509	19	2021-09-22	15:20:57	17417.4	439.134	2071.25	40.2511	55.0003	31.5058	29.807	0.0186135	-1373.97	54.5	-472.25	-0.97572	15.9399	130
DATA	1632316858	243602037	1513	19	2021-09-22	15:20:58	17574.7	442.409	2085.57	40.2519	55.0003	31.5017	29.7986	0.0128703	12.4053	54.5004	-484.25	-0.97572	15.9415	 30
DATA	1632316859	243602037	1517	19	2021-09-22	15:20:59	17527.5	442.649	2077.85	40.2515	55.0003	31.4992	29.8179	0.0157817	12.4041	54.5004	164.25	-0.97572	15.9411	249
DATA	1632316860	243602037	1521	19	2021-09-22	15:21:00	17455.3	440.158	2071.12	40.2511	55.0003	31.5009	29.8104	0.0186803	12.404	54.5005	275	-0.97572	15.9415	235
DATA	1632316861	243602037	1525	19	2021-09-22	15:21:01	17359.9	430.698	2070.21	40.2511	55.0003	31.5046	29.7993	0.0185264	12.4017	54.5005	424.25	-0.97572	15.9403	211
DATA	1632316862	243602037	1529	19	2021-09-22	15:21:02	17493.1	428.545	2090.27	40.2506	55.0003	31.5083	29.7995	0.00945671	12.4021	54.5005	321.5	-0.97572	15.9411	215
DATA	1632316863	243602037	1533	18	2021-09-22	15:21:03	17407	430.255	2076.35	40.2515	55.0003	31.512	29.8371	0.0154917	12.4015	54.5005	606.75	-0.97572	15.9399	 64
DATA	1632316864	243274927	1537	18	2021-09-22	15:21:04	17439.6	439.777	2070.96	40.2511	55.0003	31.5157	29.7756	0.018643	12.4055	54.5005	-780.25	-0.97572	15.9387	  2
DATA	1632316865	243274927	1541	18	2021-09-22	15:21:05	17682.4	446.714	2083.9	40.2515	55.0003	31.5062	29.7832	0.0162597	12.41	54.5005	-809	-1.00049	15.9391	225
DATA	1632316866	243274927	1545	19	2021-09-22	15:21:06	17416.9	438.89	2070.91	40.2515	55.0003	31.5	29.7836	0.0186141	12.4113	54.5005	-177.5	-1.00049	15.9407	 17
DATA	1632316867	243274927	1549	19	2021-09-22	15:21:07	17590.2	436.563	2098.02	40.2515	55.0003	31.4963	29.777	0.00659325	12.4116	54.5005	-203	-1.00049	15.9411	120
DATA	1632316868	243274927	1553	18	2021-09-22	15:21:08	17544.8	436.492	2090.64	40.2511	55.0003	31.4959	29.75	0.00956666	12.4114	54.5005	-160.75	-1.0483	15.9419	190
DATA	1632316869	243274927	1557	18	2021-09-22	15:21:09	17502.4	441.817	2074.49	40.2506	55.0003	31.4938	29.7094	0.0180429	-1109.71	54.5005	-601.5	-1.06424	15.9395	 23
DATA	1632316870	243274927	1561	19	2021-09-22	15:21:10	17854.9	443.13	2086.73	40.2502	55.0003	31.4868	29.7125	0.016377	12.3937	54.5005	-687.25	-1.06424	15.9407	180
DATA	1632316871	242954015	1565	19	2021-09-22	15:21:11	17802.9	444.867	2085.8	40.2502	55.0003	31.4811	29.7336	0.0163352	-1219.93	54.5005	-83.5	-1.06424	15.9391	161
DATA	1632316872	242954015	1569	19	2021-09-22	15:21:12	17433.3	414.27	2069.45	40.2502	55.0003	31.4823	29.7285	0.0189132	12.4122	54.5005	-44	-1.06424	15.9391	255
DATA	1632316873	242954015	1573	19	2021-09-22	15:21:13	17444.6	439.859	2071.51	40.2519	55.0003	31.4807	29.7531	0.0186713	-1928.08	54.5005	-280	-1.06424	15.9395	180
DATA	1632316874	242954015	1577	19	2021-09-22	15:21:14	17865.4	442.884	2086.91	40.2519	55.0003	31.4765	29.7023	0.016403	-1394.36	54.5005	-607.25	-1.06424	15.9399	 30
DATA	1632316875	242954015	1581	19	2021-09-22	15:21:15	17977.2	441.078	2095.36	40.2515	55.0003	31.4691	29.7023	0.012524	12.3939	54.5005	-499.25	-1.06424	15.9395	233
DATA	1632316876	242954015	1585	19	2021-09-22	15:21:16	17933.4	443.41	2087.6	40.2502	55.0003	31.467	29.7212	0.0164047	12.3944	54.5005	61.5	-1.06424	15.9403	212
DATA	1632316877	242954015	1589	19	2021-09-22	15:21:17	17935.5	442.457	2087.57	40.2515	55.0003	31.4679	29.7079	0.0163833	12.394	54.5005	97.75	-1.06424	15.9399	177
DATA	1632316878	242954015	1593	19	2021-09-22	15:21:18	18003.8	440.661	2088.69	40.2506	55.0003	31.4687	29.7134	0.0165444	12.389	54.5005	-187	-1.06424	15.9387	 94
DATA	1632316879	242630004	1597	19	2021-09-22	15:21:19	18075.2	435.63	2090.04	40.2502	55.0003	31.465	29.7147	0.0167068	-1352.45	54.5005	-367.5	-1.06424	15.9395	160
DATA	1632316880	242630004	1601	19	2021-09-22	15:21:20	17479	433.163	2071.77	40.2502	55.0003	31.4588	29.7289	0.0187084	12.405	54.5005	-261.5	-1.06424	15.9387	 55
DATA	1632316881	242630004	1605	19	2021-09-22	15:21:21	17552.3	442.84	2079.25	40.2515	55.0003	31.4567	29.7032	0.015809	12.4054	54.5005	-283.25	-1.06424	15.9395	144
DATA	1632316882	242630004	1609	19	2021-09-22	15:21:22	17510.5	441.366	2072.03	40.2511	55.0003	31.4547	29.7192	0.0188014	12.4045	54.5005	115.25	-1.06424	15.9387	183
DATA	1632316883	242630004	1613	19	2021-09-22	15:21:23	17514.2	441.669	2071.82	40.2519	55.0003	31.4571	29.7092	0.0187871	12.4042	54.5005	397.75	-1.06424	15.9395	220
DATA	1632316884	242630004	1617	19	2021-09-22	15:21:24	17542.6	441.836	2078.54	40.2506	55.0003	31.4609	29.7389	0.0158133	12.405	54.5005	567.25	-1.06424	15.9395	174
DATA	1632316885	242630004	1621	19	2021-09-22	15:21:25	17559.2	441.915	2078.72	40.2515	55.0003	31.465	29.7272	0.0158196	12.4047	54.5005	207.5	-1.06424	15.9403	106
DATA	1632316886	242302894	1625	19	2021-09-22	15:21:26	17564.1	443.375	2075.1	40.2502	55.0003	31.467	29.7484	0.0181239	12.4063	54.5005	122.75	-1.06424	15.9391	115
DATA	1632316887	242302894	1629	19	2021-09-22	15:21:27	17661.8	445.086	2081.49	40.2506	55.0003	31.4662	29.7163	0.0168823	-1353.3	54.5005	-617	-1.06424	15.9379	137
DATA	1632316888	242302894	1633	19	2021-09-22	15:21:28	17791.3	444.023	2096.25	40.2519	55.0003	31.4596	29.7325	0.00965257	12.4099	54.5005	-434	-1.06424	15.9395	195
DATA	1632316889	242302894	1637	19	2021-09-22	15:21:29	17715.1	447.142	2084.26	40.2506	55.0003	31.4563	29.7141	0.0162569	12.4106	54.5005	17.75	-1.06424	15.9383	175
DATA	1632316890	242302894	1641	19	2021-09-22	15:21:30	17518.2	442.065	2071.83	40.2502	55.0003	31.4576	29.746	0.0187965	12.4049	54.5005	359.25	-1.06424	15.9391	174
DATA	1632316891	242302894	1645	19	2021-09-22	15:21:31	17608	441.296	2085.75	40.2511	55.0003	31.4609	29.7161	0.0128755	12.405	54.5005	146.5	-1.06424	15.9387	 23
DATA	1632316892	242302894	1649	19	2021-09-22	15:21:32	17644.6	441.323	2091.37	40.2515	55.0003	31.4621	29.6786	0.00981459	12.4054	54.5005	66.75	-1.0988	15.9391	197
DATA	1632316893	242302894	1653	19	2021-09-22	15:21:33	17567.6	442.773	2075.25	40.2506	55.0003	31.4596	29.6675	0.0181712	-662.796	54.5005	-227	-1.11033	15.9391	185
DATA	1632316894	241972923	1657	19	2021-09-22	15:21:34	17671.4	443.488	2079.12	40.2511	55.0003	31.4604	29.6482	0.0175873	12.4034	54.5009	-646.25	-1.11033	15.9375	 24
DATA	1632316895	241972923	1661	19	2021-09-22	15:21:35	17975.1	440.798	2088.84	40.2515	55.0003	31.4514	29.6751	0.016503	12.3805	54.5013	-748	-1.11033	15.9446	 83
DATA	1632316896	241972923	1665	19	2021-09-22	15:21:36	17991.1	440.496	2095.72	40.2515	55.0003	31.446	29.6737	0.0125279	12.3945	54.5009	-295.5	-1.11033	15.9454	197
DATA	1632316897	241972923	1669	19	2021-09-22	15:21:37	17973.4	439.518	2088.19	40.2531	55.0003	31.4407	29.6839	0.0167129	-1081.21	54.5005	-534.25	-1.11033	15.9454	 82
DATA	1632316898	241972923	1673	19	2021-09-22	15:21:38	18045.1	436.072	2090.08	40.2519	55.0003	31.432	29.668	0.0167335	-1353.32	54.5005	-969.25	-1.11033	15.9411	212
DATA	1632316899	241972923	1677	19	2021-09-22	15:21:39	17990.3	430.959	2090.07	40.2511	55.0003	31.4225	29.668	0.0165618	12.3682	54.5005	-656	-1.11033	15.9395	 96
DATA	1632316900	241972923	1681	19	2021-09-22	15:21:40	18126.1	433.736	2098.26	40.2498	55.0003	31.4176	29.6622	0.0131498	12.3849	54.5005	-363.25	-1.11033	15.9383	 13
DATA	1632316901	241647005	1685	19	2021-09-22	15:21:41	18099.2	434.137	2094.24	40.2502	55.0003	31.4143	29.6897	0.0148821	12.3843	54.5	-20.75	-1.11033	15.9383	 49
DATA	1632316902	241647005	1689	19	2021-09-22	15:21:42	18084.2	435.341	2097.46	40.2498	54.9995	31.4147	29.6485	0.0130667	-1376.74	54.4998	556.25	-1.11033	15.9395	 72
DATA	1632316903	241647005	1693	19	2021-09-22	15:21:43	17995.6	438.139	2089.55	40.2502	54.9995	31.42	29.6469	0.0165124	12.3875	54.4998	237.5	-1.11033	15.9383	122
DATA	1632316904	241647005	1697	19	2021-09-22	15:21:44	18136.6	433.954	2101.36	40.2506	54.9995	31.4221	29.6753	0.0113442	12.3849	54.4998	26.25	-1.11033	15.9387	198
DATA	1632316905	241647005	1701	18	2021-09-22	15:21:45	18154.6	433.025	2103.95	40.2511	54.9995	31.4229	29.6746	0.00950188	12.3851	54.4998	-84	-1.11033	15.9387	144
DATA	1632316906	241647005	1705	18	2021-09-22	15:21:46	18087.6	435.599	2093.63	40.2515	54.9995	31.4229	29.6766	0.0148898	12.3843	54.4998	260.5	-1.11055	15.9379	245
DATA	1632316907	241647005	1709	16	2021-09-22	15:21:47	17994.2	438.368	2089.43	40.2511	54.9995	31.4258	29.6718	0.016516	12.3962	54.4998	-66.75	-1.11254	15.9375	234
DATA	1632316908	241647005	1713	19	2021-09-22	15:21:48	18028.7	436.353	2090.07	40.2506	54.9995	31.4258	29.6729	0.0166084	-1331.54	54.4998	-158.5	-1.11498	15.9383	 59
DATA	1632316909	241322040	1717	19	2021-09-22	15:21:49	18065.6	435.883	2090.6	40.2506	54.9995	31.4242	29.6647	0.0166758	12.3847	54.4998	-87.75	-1.11565	15.9379	239
DATA	1632316910	241322040	1721	19	2021-09-22	15:21:50	18138	433.375	2101.52	40.2506	54.9995	31.4237	29.6811	0.011346	12.3848	54.4998	-221.5	-1.11565	15.9379	 70
DATA	1632316911	241322040	1725	19	2021-09-22	15:21:51	18013.9	429.825	2090.38	40.2498	54.9995	31.4225	29.6482	0.0165859	12.3656	54.4998	-405.5	-1.11565	15.9387	  9
DATA	1632316912	241322040	1729	19	2021-09-22	15:21:52	18062.7	434.888	2091.2	40.2506	54.9995	31.4188	29.6811	0.0166719	12.3854	54.4998	-85	-1.11565	15.9379	 70
DATA	1632316913	241322040	1733	19	2021-09-22	15:21:53	18063.1	435.089	2090.57	40.2515	54.9995	31.4192	29.668	0.0166934	12.384	54.4998	245.75	-1.11565	15.9379	165
DATA	1632316914	241322040	1737	19	2021-09-22	15:21:54	17983.3	373.999	2085.21	40.2511	54.9995	31.4225	29.6711	0.0171094	12.3913	54.4998	298.25	-1.11565	15.9379	 14
DATA	1632316915	241322040	1741	19	2021-09-22	15:21:55	17721.4	444.664	2089.02	40.2519	54.9995	31.425	29.6857	0.0140541	12.4096	54.4998	251.75	-1.11565	15.9379	208
DATA	1632316916	240994930	1745	19	2021-09-22	15:21:56	17923.8	442.224	2088.72	40.2502	54.9995	31.4279	29.6751	0.0163794	12.3928	54.4998	-21.5	-1.11565	15.9364	233
DATA	1632316917	240994930	1749	19	2021-09-22	15:21:57	17950	441.418	2091.97	40.2511	54.9995	31.427	29.666	0.0144572	12.3939	54.4998	250.25	-1.11565	15.9379	 94
DATA	1632316918	240994930	1753	19	2021-09-22	15:21:58	17995.5	438.414	2098.84	40.2515	54.9995	31.4295	29.6618	0.0105448	12.3937	54.4998	156	-1.11565	15.9375	163
DATA	1632316919	240994930	1757	19	2021-09-22	15:21:59	17948.4	440.644	2091.72	40.2515	54.9995	31.4299	29.6751	0.0144623	12.3939	54.4998	85.75	-1.11653	15.9379	  9
DATA	1632316920	240994930	1761	19	2021-09-22	15:22:00	17973.3	440.607	2095.2	40.2502	54.9995	31.4312	29.6704	0.0124873	12.394	54.4998	271	-1.11653	15.9379	  4
DATA	1632316921	240994930	1765	19	2021-09-22	15:22:01	17948.3	441.059	2091.91	40.2502	54.9995	31.4312	29.6768	0.0144422	12.3928	54.4998	81.5	-1.11653	15.9368	170
DATA	1632316922	240994930	1769	19	2021-09-22	15:22:02	17955	440.646	2088.91	40.2502	54.9995	31.4336	29.6518	0.0164638	12.3924	54.4998	-137.25	-1.11653	15.9375	233
DATA	1632316923	240994930	1773	19	2021-09-22	15:22:03	17946	440.926	2092.02	40.2502	54.9995	31.4332	29.6815	0.0144762	12.3947	54.4998	23.75	-1.11653	15.9368	123
DATA	1632316924	240674018	1777	19	2021-09-22	15:22:04	17994.1	438.2	2089.46	40.2511	54.9995	31.4324	29.6708	0.0165521	-1245.68	54.4998	-476	-1.11653	15.9371	117
DATA	1632316925	240674018	1781	19	2021-09-22	15:22:05	17964.8	426.41	2089.47	40.2506	54.9995	31.427	29.6511	0.0165011	-2783.28	54.4998	-234.25	-1.11653	15.9352	253
DATA	1632316926	240674018	1785	19	2021-09-22	15:22:06	17650.7	441.672	2081.54	40.2511	54.9995	31.4275	29.6675	0.0168957	12.4098	54.4998	333	-1.11653	15.9375	137
DATA	1632316927	240674018	1789	19	2021-09-22	15:22:07	17813.4	444.266	2086.34	40.2506	54.9995	31.432	29.6611	0.0163462	12.4009	54.4998	141.25	-1.11653	15.9375	207
DATA	1632316928	240674018	1793	19	2021-09-22	15:22:08	17923.7	441.573	2088.07	40.2502	54.9995	31.4324	29.6651	0.0164118	12.3933	54.4998	26	-1.11653	15.9371	 66
DATA	1632316929	240674018	1797	19	2021-09-22	15:22:09	17923.9	441.586	2088.17	40.2506	54.9995	31.4324	29.6782	0.0164146	-384.843	54.4998	-148.5	-1.11653	15.936	 34
DATA	1632316930	240674018	1801	19	2021-09-22	15:22:10	18016.6	429.881	2090.01	40.2511	54.9995	31.4303	29.6689	0.0166029	12.3711	54.4998	-181.25	-1.11653	15.936	229
DATA	1632316931	240344047	1805	19	2021-09-22	15:22:11	17863.9	415.767	2088.63	40.2515	54.9995	31.4266	29.6638	0.0163126	12.3335	54.4998	-418.5	-1.11653	15.9364	  8
DATA	1632316932	240344047	1809	19	2021-09-22	15:22:12	17868.7	415.913	2088.56	40.2506	54.9995	31.425	29.662	0.0163041	12.3323	54.4998	-49	-1.11653	15.9368	  6
DATA	1632316933	240344047	1813	55	2021-09-22	15:22:13	7586.5	-437.419	1000.28	40.2511	54.9995	31.425	29.6729	0.120923	12.3874	54.4998	-12.75	-1.11653	15.9364	140
DATA	1632316934	240344047	1817	19	2021-09-22	15:22:14	17670.4	436.828	2090.85	40.2502	54.9995	31.425	29.6678	0.014647	12.4085	54.4998	-176.25	-1.11653	15.9352	213
DATA	1632316935	240344047	1821	19	2021-09-22	15:22:15	17736.3	444.421	2089.24	40.2511	54.9995	31.4225	29.6882	0.0140589	12.4095	54.4998	-19.5	-1.11653	15.9368	207
DATA	1632316936	240344047	1825	19	2021-09-22	15:22:16	17791.8	443.118	2097.04	40.2502	54.9995	31.4225	29.6642	0.00963244	12.4097	54.4998	19.75	-1.11653	15.9371	 11
DATA	1632316937	240344047	1829	19	2021-09-22	15:22:17	18010.1	437.501	2089.84	40.2511	54.9995	31.4205	29.6627	0.0165599	-1125.47	54.5	-556	-1.11653	15.9356	 40
DATA	1632316938	240344047	1833	19	2021-09-22	15:22:18	18105.5	434.557	2094.65	40.2511	54.9995	31.4134	29.6538	0.0149664	12.3857	54.5002	-719.5	-1.11653	15.9364	252
DATA	1632316939	240022897	1837	19	2021-09-22	15:22:19	18134.5	432.516	2098.09	40.2506	54.9995	31.4085	29.66	0.0131371	12.3839	54.5004	-435	-1.11653	15.936	252
DATA	1632316940	240022897	1841	19	2021-09-22	15:22:20	18039.1	429.486	2090.69	40.2515	54.9995	31.4023	29.6757	0.0166003	-1376.75	54.5	-536	-1.11653	15.936	244
DATA	1632316941	240022897	1845	19	2021-09-22	15:22:21	17989.5	425.111	2090.17	40.2511	54.9995	31.3953	29.678	0.0165124	-1395.33	54.5005	-480.5	-1.11653	15.936	184
DATA	1632316942	240022897	1849	19	2021-09-22	15:22:22	17932	415.737	2096.51	40.2511	54.9995	31.3899	29.6542	0.0124422	12.3337	54.5005	-324	-1.11653	15.9364	 45
DATA	1632316943	240022897	1853	19	2021-09-22	15:22:23	17972.4	417.429	2102.5	40.2515	54.9995	31.3871	29.6638	0.00845337	12.3337	54.5005	-258.75	-1.11653	15.936	254
DATA	1632316944	240022897	1857	18	2021-09-22	15:22:24	17969.6	416.908	2102.5	40.2515	54.9995	31.3854	29.6649	0.00844921	12.3332	54.5005	-86.75	-1.11653	15.9364	 11
DATA	1632316945	240022897	1861	19	2021-09-22	15:22:25	17901.1	416.417	2092.74	40.2523	54.9995	31.385	29.6764	0.0143659	12.334	54.5005	4.5	-1.09592	15.9356	  3
DATA	1632316946	239691019	1865	19	2021-09-22	15:22:26	17930.1	422.906	2089.5	40.2511	54.9995	31.3883	29.6968	0.0164047	-1367.68	54.5005	300	-1.08905	15.9336	122
DATA	1632316947	239691019	1869	19	2021-09-22	15:22:27	17931.1	426.995	2088.45	40.2502	54.9995	31.3916	29.695	0.0163947	12.3786	54.5005	328.75	-1.08905	15.9356	  1
DATA	1632316948	239691019	1873	19	2021-09-22	15:22:28	17940.3	441.129	2095.23	40.2511	54.9995	31.3945	29.6813	0.0125075	12.3982	54.5005	558	-1.08905	15.936	 70
DATA	1632316949	239691019	1877	19	2021-09-22	15:22:29	17753.9	445.032	2089.25	40.2506	54.9995	31.4011	29.6833	0.0140636	12.4103	54.5005	828.75	-1.08905	15.9356	 14
DATA	1632316950	239691019	1881	19	2021-09-22	15:22:30	17683.6	445.024	2081.75	40.2511	54.9995	31.4097	29.6813	0.016939	-1232.28	54.5005	847	-1.08905	15.9356	113
DATA	1632316951	239691019	1885	19	2021-09-22	15:22:31	17740	445.678	2084.34	40.2498	54.9995	31.4184	29.693	0.0162795	12.4106	54.5005	1004.5	-1.08905	15.9348	124
DATA	1632316952	239691019	1889	19	2021-09-22	15:22:32	17695.5	445.691	2081.04	40.2511	54.9995	31.4312	29.6944	0.0168947	12.4093	54.5005	929.5	-1.08905	15.9348	236
DATA	1632316953	239691019	1893	19	2021-09-22	15:22:33	17552.2	409.67	2071.8	40.2515	54.9995	31.4411	29.7026	0.0185013	12.4116	54.5005	461.75	-1.08905	15.9352	142
DATA	1632316954	239373922	1897	19	2021-09-22	15:22:34	17580.8	442.352	2074.9	40.2506	54.9995	31.4435	29.6622	0.0180947	-1404.76	54.5005	-25	-1.08905	15.936	 61
DATA	1632316955	239373922	1901	19	2021-09-22	15:22:35	17754.3	446.847	2083.98	40.2498	54.9995	31.444	29.7057	0.0162705	12.4096	54.5005	466.5	-1.08905	15.9336	186
DATA	1632316956	239373922	1905	19	2021-09-22	15:22:36	17574.3	441.779	2074.71	40.2511	54.9995	31.4473	29.6886	0.0180873	-1321.31	54.5005	216.75	-1.08905	15.9348	 66
DATA	1632316957	239373922	1909	19	2021-09-22	15:22:37	17605.7	442.259	2078.69	40.2511	54.9995	31.4481	29.6972	0.0158456	12.4046	54.5005	-41.5	-1.08905	15.9348	228
DATA	1632316958	239373922	1913	19	2021-09-22	15:22:38	17654.6	441.943	2085.26	40.2506	54.9993	31.4485	29.6897	0.0128807	12.4053	54.5005	172.75	-1.08905	15.9356	 31
DATA	1632316959	239373922	1917	19	2021-09-22	15:22:39	17618.1	443.449	2075.25	40.2502	54.9993	31.4522	29.6879	0.0181397	-1359.53	54.5005	-255.25	-1.08905	15.9352	118
DATA	1632316960	239373922	1921	19	2021-09-22	15:22:40	17763.4	446.642	2083.81	40.2515	54.9987	31.4489	29.7207	0.0162688	12.4099	54.5005	-121.75	-1.08905	15.934	  7
DATA	1632316961	239039897	1925	19	2021-09-22	15:22:41	18057	439.272	2089.07	40.2511	54.9987	31.4452	29.6968	0.016576	12.3893	54.5005	-795.5	-1.08905	15.934	 91
DATA	1632316962	239039897	1929	19	2021-09-22	15:22:42	17985.3	428.038	2088.94	40.2519	54.9987	31.4382	29.6633	0.0164592	-2818.46	54.5005	-1146.75	-1.08905	15.9336	194
DATA	1632316963	239039897	1933	19	2021-09-22	15:22:43	17974.4	442.186	2088.35	40.2502	54.9987	31.4237	29.7172	0.016445	12.3937	54.5005	-577.5	-1.08905	15.9344	230
DATA	1632316964	239039897	1937	19	2021-09-22	15:22:44	17997.9	433.901	2089.33	40.2506	54.9987	31.4167	29.6851	0.0164882	-1659.25	54.5005	-935.5	-1.08905	15.9336	 97
DATA	1632316965	239039897	1941	19	2021-09-22	15:22:45	18020.2	427.258	2089.69	40.2515	54.9987	31.4097	29.7116	0.0165027	12.3582	54.5005	128.5	-1.08905	15.9348	227
DATA	1632316966	239039897	1945	19	2021-09-22	15:22:46	18019.9	440.937	2088.49	40.2515	54.9987	31.4139	29.6853	0.0164952	-660.662	54.5005	575.25	-1.08905	15.9332	 97
DATA	1632316967	239039897	1949	19	2021-09-22	15:22:47	18092	437.567	2089.13	40.2515	54.9987	31.4176	29.7037	0.0167419	12.3866	54.5005	648.75	-1.08905	15.934	163
DATA	1632316968	239039897	1953	55	2021-09-22	15:22:48	12795.4	-165.056	1499.82	40.2506	54.9987	31.4233	29.7149	0.0514387	-1347.14	54.5005	703.5	-1.08905	15.9344	 78
DATA	1632316969	238713026	1957	51	2021-09-22	15:22:49	12461.5	-40.9554	1586.53	40.2515	54.9987	31.4308	29.6888	0.0862564	12.4078	54.5005	344	-1.08905	15.934	130
DATA	1632316970	238713026	1961	19	2021-09-22	15:22:50	17479.2	436.898	2071.21	40.2515	54.9987	31.4349	29.7161	0.0186396	-664.088	54.5005	773.75	-1.08905	15.9352	 77
DATA	1632316971	238713026	1965	19	2021-09-22	15:22:51	17527.6	441.045	2071.47	40.2506	54.9987	31.4398	29.6693	0.018697	12.4078	54.5005	472.5	-1.08905	15.934	123
DATA	1632316972	238713026	1969	19	2021-09-22	15:22:52	17567.4	442.942	2071.72	40.2515	54.9987	31.4427	29.6877	0.0187819	12.4055	54.5005	450.75	-1.08905	15.9344	 26
DATA	1632316973	238713026	1973	19	2021-09-22	15:22:53	17515.2	439.203	2071.37	40.2511	54.9987	31.4485	29.7152	0.0186604	12.409	54.5005	466.25	-1.08905	15.9336	199
DATA	1632316974	238713026	1977	19	2021-09-22	15:22:54	17586.5	438.319	2084.79	40.2511	54.9987	31.4514	29.6777	0.0126647	12.4114	54.5005	392	-1.08905	15.9344	132
DATA	1632316975	238713026	1981	19	2021-09-22	15:22:55	17545.8	438.312	2077.77	40.2502	54.9987	31.4571	29.7442	0.0156753	12.4118	54.5005	33.25	-1.08905	15.9328	213
DATA	1632316976	238385915	1985	19	2021-09-22	15:22:56	17585.8	433.802	2073.92	40.2511	54.9987	31.4559	29.6859	0.0181668	12.4095	54.5009	-312.75	-1.08905	15.9332	 92
DATA	1632316977	238385915	1989	19	2021-09-22	15:22:57	17670.9	444.751	2078.26	40.2506	54.9987	31.4473	29.7274	0.0175451	12.4085	54.5011	-701	-1.08905	15.9387	191
DATA	1632316978	238385915	1993	19	2021-09-22	15:22:58	17825.9	445.399	2092.59	40.2511	54.9987	31.4427	29.679	0.0118712	12.4091	54.5011	-756.75	-1.08905	15.9419	 48
DATA	1632316979	238385915	1997	19	2021-09-22	15:22:59	17777	445.963	2084.53	40.2506	54.9987	31.4361	29.6755	0.0162778	-1214.89	54.5005	-710.25	-1.08905	15.9407	 48
DATA	1632316980	238385915	2001	19	2021-09-22	15:23:00	18005.5	442.452	2088.24	40.2511	54.9987	31.4283	29.6981	0.0164312	12.3935	54.5005	-677.25	-1.08905	15.9368	 37
DATA	1632316981	238385915	2005	19	2021-09-22	15:23:01	18055.8	441.108	2095.64	40.2506	54.9987	31.4221	29.6753	0.0125397	12.393	54.5005	-304.25	-1.08905	15.934	185
DATA	1632316982	238385915	2009	19	2021-09-22	15:23:02	17808.4	445.844	2088.47	40.2506	54.9987	31.4221	29.6531	0.0140471	12.4086	54.5005	397	-1.08905	15.9344	111
DATA	1632316983	238385915	2013	19	2021-09-22	15:23:03	17604.6	441.232	2074.52	40.2515	54.9987	31.4275	29.7313	0.0180916	-1395.29	54.5	920.5	-1.08905	15.934	 41
DATA	1632316984	238060951	2017	19	2021-09-22	15:23:04	17662.4	442.708	2077.72	40.2515	54.9987	31.4361	29.6529	0.017491	12.4094	54.4998	11.25	-1.08905	15.9336	167
DATA	1632316985	238060951	2021	19	2021-09-22	15:23:05	17731.5	445.788	2081.17	40.2511	54.9987	31.4382	29.7083	0.0168798	12.4103	54.4998	348.25	-1.08905	15.9336	 23
DATA	1632316986	238060951	2025	19	2021-09-22	15:23:06	17599.3	438.866	2074.64	40.2506	54.9987	31.4411	29.705	0.0180618	12.4091	54.4998	227.5	-1.08905	15.9344	177
DATA	1632316987	238060951	2029	19	2021-09-22	15:23:07	17681	444.289	2078.25	40.2506	54.9987	31.4411	29.6842	0.0174968	-592.57	54.4998	-376	-1.08905	15.9344	101
DATA	1632316988	238060951	2033	19	2021-09-22	15:23:08	17810	445.827	2088.49	40.2506	54.9987	31.4382	29.701	0.0140424	12.4107	54.4998	-281.75	-1.08905	15.934	112
DATA	1632316989	238060951	2037	19	2021-09-22	15:23:09	18029.5	440.693	2088.53	40.2511	54.9987	31.432	29.6868	0.0165008	-1333.25	54.4998	-921.5	-1.08905	15.9336	 14
DATA	1632316990	238060951	2041	19	2021-09-22	15:23:10	18187.8	435.032	2094.03	40.2511	54.9987	31.4246	29.6828	0.0149617	12.3845	54.4998	-449.25	-1.08905	15.9336	 59
DATA	1632316991	237737894	2045	19	2021-09-22	15:23:11	17846.1	441.034	2080.6	40.2511	54.9987	31.4213	29.7061	0.0176682	12.3861	54.4998	-89.75	-1.08905	15.9328	222
DATA	1632316992	237737894	2049	19	2021-09-22	15:23:12	17595	442.854	2072.59	40.2511	54.9987	31.4221	29.6939	0.0187682	12.4046	54.4998	129.25	-1.08905	15.9328	205
DATA	1632316993	237737894	2053	19	2021-09-22	15:23:13	17578.5	442.414	2072	40.2506	54.9987	31.4242	29.7103	0.0187216	12.4051	54.4998	655.5	-1.08905	15.9332	 67
DATA	1632316994	237737894	2057	19	2021-09-22	15:23:14	17705.9	443.388	2076.26	40.2506	54.9987	31.4295	29.6848	0.018161	-1271.73	54.4998	-17	-1.08905	15.9336	148
DATA	1632316995	237737894	2061	19	2021-09-22	15:23:15	18029.3	443.356	2088.04	40.2502	54.9987	31.4258	29.685	0.0163981	12.3938	54.4998	-235.25	-1.08905	15.9328	 36
DATA	1632316996	237737894	2065	19	2021-09-22	15:23:16	18032.6	443.935	2088.2	40.2506	54.9987	31.4254	29.6952	0.0163743	12.3941	54.4998	-1	-1.08905	15.9324	 31
