Model:	LI-7810
SN:	TG10-01077
Software Version:	2.0.25
Timestamp:	2021-09-22 09:21:42
Timezone:	Europe/Amsterdam
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag	date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1632295302	170356035	12	256	2021-09-22	09:21:42	nan	nan	nan	103.271	18.1315	103.408	24.3437	0	0	18.1888	-8000	0	16.0309	188
DATA	1632295303	170314073	16	256	2021-09-22	09:21:43	nan	nan	nan	103.529	18.1315	103.667	24.3449	0	0	18.1888	-16000	0	15.9846	 11
DATA	1632295304	170284986	20	256	2021-09-22	09:21:44	nan	nan	nan	103.533	18.1315	103.668	24.5723	0	0	18.1891	-16000	0	15.9936	 14
DATA	1632295305	170243024	24	256	2021-09-22	09:21:45	nan	nan	nan	103.533	18.1315	103.669	28.0382	0	0	18.1895	-16000	0	16.0019	243
DATA	1632295306	170197010	28	256	2021-09-22	09:21:46	nan	nan	nan	103.533	18.1315	103.669	29.2735	0	0	18.1895	-16000	0	16.0074	  2
DATA	1632295307	170152902	32	256	2021-09-22	09:21:47	nan	nan	nan	103.532	18.132	103.668	29.7004	0	0	18.1895	-16000	0	16.0125	193
DATA	1632295308	170130968	36	256	2021-09-22	09:21:48	nan	nan	nan	103.532	18.1322	103.668	30.2597	0	0	18.1901	-16000	0	16.0156	253
DATA	1632295309	170130968	40	256	2021-09-22	09:21:49	nan	nan	nan	103.534	18.1322	103.668	29.9749	0	0	18.1903	-16000	0	16.0129	 12
DATA	1632295310	170130968	44	256	2021-09-22	09:21:50	nan	nan	nan	103.533	18.1322	103.668	29.9528	0	0	18.1903	-16000	0	16.0121	242
DATA	1632295311	170130968	48	256	2021-09-22	09:21:51	nan	nan	nan	103.533	18.1322	103.668	29.9566	0	0	18.1903	-16000	0	16.0121	250
DATA	1632295312	170130968	52	256	2021-09-22	09:21:52	nan	nan	nan	103.533	18.1322	103.668	29.9641	0	0	18.1908	-16000	0	15.6425	  2
DATA	1632295313	170130968	56	256	2021-09-22	09:21:53	nan	nan	nan	103.534	18.133	103.668	29.9711	0	0	18.1916	-16000	0	15.486	166
DATA	1632295314	170130968	60	256	2021-09-22	09:21:54	nan	nan	nan	103.535	18.1363	103.668	29.9771	0	0	18.1966	-16000	0	15.4777	 28
DATA	1632295315	170130968	64	256	2021-09-22	09:21:55	nan	nan	nan	103.536	18.1428	103.669	29.9817	0	0	18.2076	-16000	0	15.4718	 27
DATA	1632295316	169837951	68	256	2021-09-22	09:21:56	nan	nan	nan	103.536	18.1527	103.67	29.9852	0	0	18.2209	-16000	0	15.4652	241
DATA	1632295317	169837951	72	256	2021-09-22	09:21:57	nan	nan	nan	103.536	18.1653	103.669	29.9879	0	0	18.2375	-16000	0	15.4538	 54
DATA	1632295318	169837951	76	256	2021-09-22	09:21:58	nan	nan	nan	103.537	18.1813	103.669	29.9899	0	0	18.2559	-16000	0	15.4514	 59
DATA	1632295319	419837951	81	256	2021-09-22	09:21:59	nan	nan	nan	103.537	18.2126	103.67	29.9912	0	0	18.2876	-16000	0	15.4361	241
DATA	1632295320	419837951	85	256	2021-09-22	09:22:00	nan	nan	nan	103.536	18.2248	103.668	29.9923	0	0	18.2997	-16000	0	15.4444	 35
DATA	1632295321	169837951	88	256	2021-09-22	09:22:01	nan	nan	nan	103.537	18.2435	103.67	29.9929	0	0	18.3166	-16000	0	15.4403	232
DATA	1632295322	169837951	92	256	2021-09-22	09:22:02	nan	nan	nan	103.536	18.264	103.669	29.9938	0	0	18.3355	-16000	0	15.4381	239
DATA	1632295323	419522047	97	256	2021-09-22	09:22:03	nan	nan	nan	103.537	18.304	103.668	29.9956	0	0	18.37	-16000	0	15.4314	120
DATA	1632295324	669522047	102	256	2021-09-22	09:22:04	nan	nan	nan	103.535	18.3329	103.67	29.9956	0	0	18.3945	-16000	0	15.4267	 23
DATA	1632295325	419522047	105	256	2021-09-22	09:22:05	nan	nan	nan	103.537	18.3443	103.67	29.9965	0	0	18.4038	-16000	0	15.4246	 11
DATA	1632295326	169522047	108	256	2021-09-22	09:22:06	nan	nan	nan	103.537	18.3636	103.669	29.9965	0	0	18.4206	-16000	0	15.422	 19
DATA	1632295327	169522047	112	256	2021-09-22	09:22:07	nan	nan	nan	103.537	18.3856	103.669	29.9971	0	0	18.4393	-16000	0	15.4208	 78
DATA	1632295328	169522047	116	256	2021-09-22	09:22:08	nan	nan	nan	103.537	18.4109	103.67	29.9974	0	0	18.4608	-16000	0	15.4189	 30
DATA	1632295329	169522047	120	256	2021-09-22	09:22:09	nan	nan	nan	103.537	18.4361	103.669	29.998	0	0	18.4822	-16000	0	15.4165	 24
DATA	1632295330	169522047	124	256	2021-09-22	09:22:10	nan	nan	nan	103.537	18.4613	103.67	29.9982	0	0	18.5044	-16000	0	15.4142	254
DATA	1632295331	419229984	129	256	2021-09-22	09:22:11	nan	nan	nan	103.537	18.5011	103.668	29.9991	0	0	18.541	-16000	0	15.4079	 23
DATA	1632295332	169229984	132	256	2021-09-22	09:22:12	nan	nan	nan	103.537	18.5159	103.668	29.9991	0	0	18.5529	-16000	0	15.4084	 89
DATA	1632295333	169229984	136	256	2021-09-22	09:22:13	nan	nan	nan	103.537	18.5375	103.668	29.9991	0	0	18.5712	-16000	0	15.4059	 91
DATA	1632295334	169229984	140	256	2021-09-22	09:22:14	nan	nan	nan	103.537	18.5614	103.669	29.9998	0	0	18.5928	-16000	0	15.4043	 94
DATA	1632295335	169229984	144	256	2021-09-22	09:22:15	nan	nan	nan	103.539	18.5863	103.669	30	0	0	18.6151	-16000	0	15.4028	 75
DATA	1632295336	169229984	148	256	2021-09-22	09:22:16	nan	nan	nan	103.538	18.6107	103.669	30.0002	0	0	18.6376	-16000	0	15.3996	 78
DATA	1632295337	169229984	152	256	2021-09-22	09:22:17	nan	nan	nan	103.537	18.6352	103.669	30.0009	0	0	18.6601	-16000	0	15.3973	 69
DATA	1632295338	418911933	157	256	2021-09-22	09:22:18	nan	nan	nan	103.538	18.6755	103.668	30.0009	0	0	18.6983	-16000	0	15.3922	 79
DATA	1632295339	168911933	160	256	2021-09-22	09:22:19	nan	nan	nan	103.538	18.686	103.67	30.0015	0	0	18.7086	-16000	0	15.3917	223
DATA	1632295340	168911933	164	256	2021-09-22	09:22:20	nan	nan	nan	103.537	18.7077	103.669	30.0018	0	0	18.7293	-16000	0	15.3898	 70
DATA	1632295341	168911933	168	256	2021-09-22	09:22:21	nan	nan	nan	103.537	18.7319	103.668	30.0018	0	0	18.7521	-16000	0	15.3875	 63
DATA	1632295342	418911933	173	256	2021-09-22	09:22:22	nan	nan	nan	103.535	18.7669	103.668	30.0026	0	0	18.786	-16000	0	15.3796	 24
DATA	1632295343	168911933	176	256	2021-09-22	09:22:23	nan	nan	nan	103.537	18.7801	103.668	30.0026	0	0	18.799	-16000	0	15.3807	 18
DATA	1632295344	168911933	180	256	2021-09-22	09:22:24	nan	nan	nan	103.536	18.7996	103.669	30.0029	0	0	18.8186	-16000	0	15.38	232
DATA	1632295345	168911933	184	256	2021-09-22	09:22:25	nan	nan	nan	103.536	18.8226	103.67	30.0035	0	0	18.8416	-16000	0	15.3769	 16
DATA	1632295346	418618917	189	256	2021-09-22	09:22:26	nan	nan	nan	103.537	18.8582	103.668	30.0035	0	0	18.878	-16000	0	15.3702	 31
DATA	1632295347	418618917	193	256	2021-09-22	09:22:27	nan	nan	nan	103.537	18.8734	103.668	30.0044	0	0	18.8936	-16000	0	15.3718	 85
DATA	1632295348	418618917	197	256	2021-09-22	09:22:28	nan	nan	nan	103.536	18.896	103.668	30.0044	0	0	18.9171	-16000	0	15.3698	 42
DATA	1632295349	168618917	200	256	2021-09-22	09:22:29	nan	nan	nan	103.537	18.9165	103.67	30.0047	0	0	18.9375	-16000	0	15.3686	 29
DATA	1632295350	168618917	204	256	2021-09-22	09:22:30	nan	nan	nan	103.537	18.9344	103.669	30.0053	0	0	18.9563	-16000	0	15.3643	 61
DATA	1632295351	168618917	208	256	2021-09-22	09:22:31	nan	nan	nan	103.537	18.9553	103.668	30.0053	0	0	18.9783	-16000	0	15.3647	 76
DATA	1632295352	168618917	212	256	2021-09-22	09:22:32	nan	nan	nan	103.537	18.9772	103.668	30.0057	0	0	19.0012	-16000	0	15.3639	 58
DATA	1632295353	668334960	218	256	2021-09-22	09:22:33	nan	nan	nan	103.537	19.0146	103.669	30.0062	0	0	19.0414	-16000	0	15.36	202
DATA	1632295354	168334960	220	256	2021-09-22	09:22:34	nan	nan	nan	103.536	19.0253	103.668	30.0062	0	0	19.0531	-16000	0	15.3584	 40
DATA	1632295355	168334960	224	256	2021-09-22	09:22:35	nan	nan	nan	103.536	19.0414	103.668	30.007	0	0	19.07	-16000	0	15.3581	151
DATA	1632295356	168334960	228	256	2021-09-22	09:22:36	nan	nan	nan	103.536	19.0627	103.668	30.007	0	0	19.0936	-16000	0	15.3573	 15
DATA	1632295357	168334960	232	256	2021-09-22	09:22:37	nan	nan	nan	103.536	19.0839	103.668	30.0073	0	0	19.1167	-16000	0	15.3549	 68
DATA	1632295358	418334960	237	256	2021-09-22	09:22:38	nan	nan	nan	103.535	19.1158	103.668	30.0079	0	0	19.1517	-16000	0	15.3514	 64
DATA	1632295359	168334960	240	256	2021-09-22	09:22:39	nan	nan	nan	103.537	19.1273	103.667	30.0079	0	0	19.1636	-16000	0	15.3509	 67
DATA	1632295360	168334960	244	256	2021-09-22	09:22:40	nan	nan	nan	103.537	19.1449	103.668	30.0084	0	0	19.1835	-16000	0	15.3514	 54
DATA	1632295361	918006896	251	256	2021-09-22	09:22:41	nan	nan	nan	103.534	19.1831	103.667	30.0088	0	0	19.2258	-16000	0	15.3519	 61
DATA	1632295362	668006896	254	256	2021-09-22	09:22:42	nan	nan	nan	103.535	19.199	103.666	30.0091	0	0	19.2438	-16000	0	15.3514	 15
DATA	1632295363	168006896	256	256	2021-09-22	09:22:43	nan	nan	nan	103.537	19.2113	103.667	30.0097	0	0	19.2574	-16000	0	15.3498	 71
DATA	1632295364	668006896	262	256	2021-09-22	09:22:44	nan	nan	nan	103.537	19.2416	103.668	30.0097	0	0	19.2928	-16000	0	15.3475	 80
DATA	1632295365	168006896	264	256	2021-09-22	09:22:45	nan	nan	nan	103.537	19.2519	103.668	30.0106	0	0	19.3038	-16000	0	15.3451	 61
DATA	1632295366	168006896	268	256	2021-09-22	09:22:46	nan	nan	nan	103.535	19.2669	103.667	30.0106	0	0	19.3211	-16000	0	15.3443	 64
DATA	1632295367	168006896	272	256	2021-09-22	09:22:47	nan	nan	nan	103.536	19.2866	103.667	30.0106	0	0	19.3428	-16000	0	15.3416	 71
DATA	1632295368	667690992	278	256	2021-09-22	09:22:48	nan	nan	nan	103.535	19.3205	103.667	30.0115	0	0	19.3818	-16000	0	15.338	 31
DATA	1632295369	417690992	281	256	2021-09-22	09:22:49	nan	nan	nan	103.535	19.3332	103.668	30.0115	0	0	19.3959	-16000	0	15.3404	 73
DATA	1632295370	167690992	284	256	2021-09-22	09:22:50	nan	nan	nan	103.536	19.3473	103.667	30.012	0	0	19.4127	-16000	0	15.3367	 12
DATA	1632295371	167690992	288	256	2021-09-22	09:22:51	nan	nan	nan	103.535	19.3647	103.668	30.0123	0	0	19.4327	-16000	0	15.3353	 69
DATA	1632295372	167690992	292	256	2021-09-22	09:22:52	nan	nan	nan	103.535	19.3842	103.667	30.0123	0	0	19.4555	-16000	0	15.3333	 63
DATA	1632295373	167690992	296	256	2021-09-22	09:22:53	nan	nan	nan	103.534	19.4037	103.666	30.013	0	0	19.4788	-16000	0	15.3357	 28
DATA	1632295374	667690992	302	256	2021-09-22	09:22:54	nan	nan	nan	103.534	19.4376	103.666	30.0132	0	0	19.5185	-16000	0	15.3341	 64
DATA	1632295375	167690992	304	256	2021-09-22	09:22:55	nan	nan	nan	103.532	19.4471	103.667	30.0141	0	0	19.5297	-16000	0	15.3318	 66
DATA	1632295376	167395114	308	256	2021-09-22	09:22:56	nan	nan	nan	103.533	19.4608	103.666	30.0141	0	0	19.5445	-16000	0	15.3306	 54
DATA	1632295377	417395114	313	256	2021-09-22	09:22:57	nan	nan	nan	103.533	19.4912	103.667	30.0141	0	0	19.5799	-16000	0	15.3263	 63
DATA	1632295378	917395114	319	256	2021-09-22	09:22:58	nan	nan	nan	103.534	19.5185	103.665	30.015	0	0	19.6119	-16000	0	15.3247	 19
DATA	1632295379	417395114	321	256	2021-09-22	09:22:59	nan	nan	nan	103.532	19.5283	103.668	30.015	0	0	19.6232	-16000	0	15.3239	  6
DATA	1632295380	167395114	324	256	2021-09-22	09:23:00	nan	nan	nan	103.534	19.5402	103.666	30.0156	0	0	19.6376	-16000	0	15.3221	 37
DATA	1632295381	167395114	328	256	2021-09-22	09:23:01	nan	nan	nan	103.534	19.5565	103.665	30.0159	0	0	19.6577	-16000	0	15.3231	 59
DATA	1632295382	167395114	332	256	2021-09-22	09:23:02	nan	nan	nan	103.534	19.5754	103.666	30.0161	0	0	19.68	-16000	0	15.3223	200
DATA	1632295383	167078018	336	256	2021-09-22	09:23:03	nan	nan	nan	103.533	19.5943	103.667	30.0167	0	0	19.7025	-16000	0	15.3204	 52
DATA	1632295384	167078018	340	256	2021-09-22	09:23:04	nan	nan	nan	103.532	19.6126	103.666	30.0167	0	0	19.7239	-16000	0	15.3184	 55
DATA	1632295385	167078018	344	256	2021-09-22	09:23:05	nan	nan	nan	103.532	19.6304	103.665	30.0174	0	0	19.7453	-16000	0	15.318	  2
DATA	1632295386	167078018	348	256	2021-09-22	09:23:06	nan	nan	nan	103.533	19.6499	103.666	30.0176	0	0	19.7676	-16000	0	15.3169	 89
DATA	1632295387	417078018	353	256	2021-09-22	09:23:07	nan	nan	nan	103.533	19.6816	103.665	30.0185	0	0	19.8049	-16000	0	15.3153	 65
DATA	1632295388	417078018	357	256	2021-09-22	09:23:08	nan	nan	nan	103.532	19.6922	103.666	30.0185	0	0	19.8178	-16000	0	15.3141	 69
DATA	1632295389	167078018	360	256	2021-09-22	09:23:09	nan	nan	nan	103.53	19.7085	103.665	30.0185	0	0	19.8373	-16000	0	15.3121	 12
DATA	1632295390	167078018	364	256	2021-09-22	09:23:10	nan	nan	nan	103.531	19.7246	103.665	30.0187	0	0	19.8573	-16000	0	15.3121	 52
DATA	1632295391	166779994	368	256	2021-09-22	09:23:11	nan	nan	nan	103.532	19.7435	103.666	30.0194	0	0	19.8795	-16000	0	15.3133	 87
DATA	1632295392	416779994	373	256	2021-09-22	09:23:12	nan	nan	nan	103.532	19.7709	103.665	30.0194	0	0	19.9128	-16000	0	15.3121	 74
DATA	1632295393	166779994	376	256	2021-09-22	09:23:13	nan	nan	nan	103.532	19.7815	103.665	30.0194	0	0	19.9249	-16000	0	15.3132	 85
DATA	1632295394	416779994	381	256	2021-09-22	09:23:14	nan	nan	nan	103.532	19.8086	103.665	30.0194	0	0	19.9569	-16000	0	15.3121	 85
DATA	1632295395	416779994	385	256	2021-09-22	09:23:15	nan	nan	nan	103.531	19.8205	103.665	30.0203	0	0	19.9716	-16000	0	15.3141	 70
DATA	1632295396	166779994	388	256	2021-09-22	09:23:16	nan	nan	nan	103.53	19.8373	103.665	30.0203	0	0	19.9911	-16000	0	15.3132	 31
DATA	1632295397	166779994	392	256	2021-09-22	09:23:17	nan	nan	nan	103.53	19.8535	103.665	30.0205	0	0	20.0104	-16000	0	15.3129	 13
DATA	1632295398	166481971	396	256	2021-09-22	09:23:18	nan	nan	nan	103.529	19.8719	103.664	30.0211	0	0	20.0335	-16000	0	15.3133	 61
DATA	1632295399	166481971	400	256	2021-09-22	09:23:19	nan	nan	nan	103.529	19.8904	103.664	30.0214	0	0	20.0553	-16000	0	15.3125	 51
DATA	1632295400	166481971	404	256	2021-09-22	09:23:20	nan	nan	nan	103.529	19.9087	103.664	30.022	0	0	20.0775	-16000	0	15.3118	246
DATA	1632295401	666481971	410	256	2021-09-22	09:23:21	nan	nan	nan	103.528	19.9392	103.665	30.0225	0	0	20.114	-16000	0	15.309	192
DATA	1632295402	666481971	414	256	2021-09-22	09:23:22	nan	nan	nan	103.53	19.9524	103.664	30.0229	0	0	20.1304	-16000	0	15.3082	242
DATA	1632295403	416481971	417	256	2021-09-22	09:23:23	nan	nan	nan	103.528	19.969	103.665	30.0229	0	0	20.1501	-16000	0	15.308	201
DATA	1632295404	166481971	420	256	2021-09-22	09:23:24	nan	nan	nan	103.529	19.982	103.665	30.0238	0	0	20.1658	-16000	0	15.3074	  3
DATA	1632295405	166481971	424	256	2021-09-22	09:23:25	nan	nan	nan	103.529	19.9981	103.664	30.0238	0	0	20.1851	-16000	0	15.3082	 58
DATA	1632295406	166166067	428	256	2021-09-22	09:23:26	nan	nan	nan	103.529	20.0169	103.664	30.0242	0	0	20.2077	-16000	0	15.3047	 38
DATA	1632295407	166166067	432	256	2021-09-22	09:23:27	nan	nan	nan	103.529	20.0359	103.665	30.0247	0	0	20.2298	-16000	0	15.3035	 44
DATA	1632295408	416166067	437	256	2021-09-22	09:23:28	nan	nan	nan	103.528	20.066	103.665	30.0256	0	0	20.2663	-16000	0	15.3027	248
DATA	1632295409	166166067	440	256	2021-09-22	09:23:29	nan	nan	nan	103.528	20.0742	103.665	30.0256	0	0	20.2754	-16000	0	15.3017	 39
DATA	1632295410	166166067	444	256	2021-09-22	09:23:30	nan	nan	nan	103.527	20.0885	103.663	30.0258	0	0	20.2933	-16000	0	15.3008	 33
DATA	1632295411	166166067	448	256	2021-09-22	09:23:31	nan	nan	nan	103.527	20.1069	103.664	30.0264	0	0	20.3149	-16000	0	15.2992	 43
DATA	1632295412	166166067	452	256	2021-09-22	09:23:32	nan	nan	nan	103.527	20.125	103.664	30.0264	0	0	20.3368	-16000	0	15.3	 80
DATA	1632295413	165847063	456	256	2021-09-22	09:23:33	nan	nan	nan	103.527	20.1428	103.664	30.0273	0	0	20.3584	-16000	0	15.2988	 54
DATA	1632295414	165847063	460	256	2021-09-22	09:23:34	nan	nan	nan	103.527	20.161	103.664	30.0273	0	0	20.3801	-16000	0	15.2968	242
DATA	1632295415	165847063	464	256	2021-09-22	09:23:35	nan	nan	nan	103.527	20.179	103.663	30.0282	0	0	20.4024	-16000	0	15.2949	253
DATA	1632295416	165847063	468	256	2021-09-22	09:23:36	nan	nan	nan	103.527	20.1972	103.662	30.0282	0	0	20.4241	-16000	0	15.2925	 47
DATA	1632295417	165847063	472	256	2021-09-22	09:23:37	nan	nan	nan	103.526	20.2159	103.663	30.0291	0	0	20.4456	-16000	0	15.2941	 48
DATA	1632295418	165847063	476	256	2021-09-22	09:23:38	nan	nan	nan	103.526	20.2321	103.664	30.0291	0	0	20.4655	-16000	0	15.291	251
DATA	1632295419	165847063	480	256	2021-09-22	09:23:39	nan	nan	nan	103.526	20.2505	103.663	30.0297	0	0	20.487	-16000	0	15.2882	  8
DATA	1632295420	165847063	484	256	2021-09-22	09:23:40	nan	nan	nan	103.527	20.2685	103.662	30.03	0	0	20.5084	-16000	0	15.2866	198
DATA	1632295421	415551900	489	256	2021-09-22	09:23:41	nan	nan	nan	103.527	20.298	103.664	30.0308	0	0	20.5449	-16000	0	15.2839	  0
DATA	1632295422	165551900	492	256	2021-09-22	09:23:42	nan	nan	nan	103.526	20.3061	103.662	30.0308	0	0	20.5538	-16000	0	15.2844	 29
DATA	1632295423	165551900	496	256	2021-09-22	09:23:43	nan	nan	nan	103.525	20.3222	103.662	30.0315	0	0	20.5738	-16000	0	15.2835	 33
DATA	1632295424	165551900	500	256	2021-09-22	09:23:44	nan	nan	nan	103.524	20.3402	103.663	30.0317	0	0	20.5954	-16000	0	15.2855	 25
DATA	1632295425	165551900	504	256	2021-09-22	09:23:45	nan	nan	nan	103.525	20.3582	103.662	30.0324	0	0	20.6169	-16000	0	15.2855	 37
DATA	1632295426	665551900	510	256	2021-09-22	09:23:46	nan	nan	nan	103.523	20.3885	103.662	30.033	0	0	20.6527	-16000	0	15.2745	246
DATA	1632295427	165551900	512	256	2021-09-22	09:23:47	nan	nan	nan	103.525	20.3979	103.662	30.0335	0	0	20.6634	-16000	0	15.2745	 47
DATA	1632295428	165230989	516	256	2021-09-22	09:23:48	nan	nan	nan	103.524	20.4112	103.661	30.0335	0	0	20.6795	-16000	0	15.2792	 52
DATA	1632295429	165230989	520	256	2021-09-22	09:23:49	nan	nan	nan	103.523	20.4293	103.662	30.0341	0	0	20.701	-16000	0	15.2917	244
DATA	1632295430	165230989	524	256	2021-09-22	09:23:50	nan	nan	nan	103.523	20.447	103.662	30.0344	0	0	20.7221	-16000	0	15.2957	240
DATA	1632295431	165230989	528	256	2021-09-22	09:23:51	nan	nan	nan	103.524	20.4646	103.661	30.035	0	0	20.7437	-16000	0	15.2965	  0
DATA	1632295432	415230989	533	256	2021-09-22	09:23:52	nan	nan	nan	103.523	20.4933	103.664	30.0352	0	0	20.7781	-16000	0	15.2949	 51
DATA	1632295433	165230989	536	256	2021-09-22	09:23:53	nan	nan	nan	103.524	20.5031	103.662	30.0361	0	0	20.79	-16000	0	15.298	147
DATA	1632295434	165230989	540	256	2021-09-22	09:23:54	nan	nan	nan	103.523	20.5186	103.661	30.0361	0	0	20.8085	-16000	0	15.2965	 49
DATA	1632295435	165230989	544	256	2021-09-22	09:23:55	nan	nan	nan	103.523	20.5349	103.661	30.037	0	0	20.8279	-16000	0	15.2965	 13
DATA	1632295436	164932966	548	256	2021-09-22	09:23:56	nan	nan	nan	103.522	20.5526	103.661	30.037	0	0	20.849	-16000	0	15.2957	222
DATA	1632295437	164932966	552	256	2021-09-22	09:23:57	nan	nan	nan	103.523	20.5711	103.661	30.0379	0	0	20.8704	-16000	0	15.2941	 56
DATA	1632295438	164932966	556	256	2021-09-22	09:23:58	nan	nan	nan	103.522	20.5893	103.661	30.0379	0	0	20.8918	-16000	0	15.2921	 77
DATA	1632295439	414932966	561	256	2021-09-22	09:23:59	nan	nan	nan	103.52	20.6187	103.66	30.0388	0	0	20.9272	-16000	0	15.2886	231
DATA	1632295440	164932966	564	256	2021-09-22	09:24:00	nan	nan	nan	103.522	20.6268	103.661	30.0388	0	0	20.9367	-16000	0	15.2881	 58
DATA	1632295441	164932966	568	256	2021-09-22	09:24:01	nan	nan	nan	103.521	20.6429	103.661	30.0396	0	0	20.9561	-16000	0	15.2859	 62
DATA	1632295442	664932966	574	256	2021-09-22	09:24:02	nan	nan	nan	103.521	20.6738	103.66	30.0405	0	0	20.9931	-16000	0	15.287	213
DATA	1632295443	164613008	576	256	2021-09-22	09:24:03	nan	nan	nan	103.521	20.6817	103.662	30.0405	0	0	21.0017	-16000	0	15.2847	 26
DATA	1632295444	164613008	580	256	2021-09-22	09:24:04	nan	nan	nan	103.521	20.6945	103.661	30.0412	0	0	21.0177	-16000	0	15.2851	 24
DATA	1632295445	164613008	584	256	2021-09-22	09:24:05	nan	nan	nan	103.52	20.7126	103.66	30.0414	0	0	21.0389	-16000	0	15.2843	188
DATA	1632295446	164613008	588	256	2021-09-22	09:24:06	nan	nan	nan	103.52	20.7305	103.66	30.0421	0	0	21.0599	-16000	0	15.2847	198
DATA	1632295447	164613008	592	256	2021-09-22	09:24:07	nan	nan	nan	103.52	20.7485	103.66	30.0423	0	0	21.081	-16000	0	15.2831	137
DATA	1632295448	414613008	597	256	2021-09-22	09:24:08	nan	nan	nan	103.518	20.7767	103.66	30.0432	0	0	21.1144	-16000	0	15.2776	  1
DATA	1632295449	164613008	600	256	2021-09-22	09:24:09	nan	nan	nan	103.518	20.7872	103.66	30.0435	0	0	21.127	-16000	0	15.2776	198
DATA	1632295450	164613008	604	256	2021-09-22	09:24:10	nan	nan	nan	103.52	20.8026	103.66	30.0441	0	0	21.1448	-16000	0	15.2764	172
DATA	1632295451	164314985	608	256	2021-09-22	09:24:11	nan	nan	nan	103.519	20.8204	103.66	30.0445	0	0	21.1659	-16000	0	15.2737	252
DATA	1632295452	414314985	613	256	2021-09-22	09:24:12	nan	nan	nan	103.52	20.8481	103.66	30.0449	0	0	21.199	-16000	0	15.2729	154
DATA	1632295453	164314985	616	256	2021-09-22	09:24:13	nan	nan	nan	103.519	20.8567	103.661	30.0455	0	0	21.2087	-16000	0	15.2761	 54
DATA	1632295454	414314985	621	256	2021-09-22	09:24:14	nan	nan	nan	103.518	20.8845	103.66	30.0467	0	0	21.2408	-16000	0	15.2776	  5
DATA	1632295455	414314985	625	256	2021-09-22	09:24:15	nan	nan	nan	103.518	20.8946	103.66	30.0467	0	0	21.2534	-16000	0	15.278	216
DATA	1632295456	414314985	629	256	2021-09-22	09:24:16	nan	nan	nan	103.518	20.9125	103.659	30.0471	0	0	21.2743	-16000	0	15.2761	 56
DATA	1632295457	164314985	632	256	2021-09-22	09:24:17	nan	nan	nan	103.518	20.928	103.659	30.0476	0	0	21.2924	-16000	0	15.274	219
DATA	1632295458	163994073	636	256	2021-09-22	09:24:18	nan	nan	nan	103.518	20.9443	103.659	30.048	0	0	21.3117	-16000	0	15.2768	 19
DATA	1632295459	413994073	641	256	2021-09-22	09:24:19	nan	nan	nan	103.517	20.9743	103.66	30.0485	0	0	21.3465	-16000	0	15.2761	 13
DATA	1632295460	163994073	644	256	2021-09-22	09:24:20	nan	nan	nan	103.516	20.9809	103.659	30.0493	0	0	21.3547	-16000	0	15.2729	 64
DATA	1632295461	163994073	648	256	2021-09-22	09:24:21	nan	nan	nan	103.517	20.9963	103.659	30.0496	0	0	21.3725	-16000	0	15.2741	 67
DATA	1632295462	413994073	653	256	2021-09-22	09:24:22	nan	nan	nan	103.517	21.0248	103.659	30.0502	0	0	21.406	-16000	0	15.2745	244
DATA	1632295463	163994073	656	256	2021-09-22	09:24:23	nan	nan	nan	103.517	21.0341	103.658	30.0508	0	0	21.4171	-16000	0	15.2776	 49
DATA	1632295464	163994073	660	256	2021-09-22	09:24:24	nan	nan	nan	103.516	21.0497	103.66	30.0511	0	0	21.435	-16000	0	15.2761	197
DATA	1632295465	413703918	665	256	2021-09-22	09:24:25	nan	nan	nan	103.515	21.0775	103.66	30.052	0	0	21.4675	-16000	0	15.2713	203
DATA	1632295466	163703918	668	256	2021-09-22	09:24:26	nan	nan	nan	103.517	21.0879	103.659	30.0523	0	0	21.4803	-16000	0	15.2781	 66
DATA	1632295467	163703918	672	256	2021-09-22	09:24:27	nan	nan	nan	103.515	21.1031	103.659	30.0529	0	0	21.4988	-16000	0	15.2768	 67
DATA	1632295468	163703918	676	256	2021-09-22	09:24:28	nan	nan	nan	103.515	21.1215	103.659	30.0535	0	0	21.5193	-16000	0	15.2737	 59
DATA	1632295469	163703918	680	256	2021-09-22	09:24:29	nan	nan	nan	103.515	21.1379	103.659	30.0537	0	0	21.5386	-16000	0	15.271	 16
DATA	1632295470	163703918	684	256	2021-09-22	09:24:30	nan	nan	nan	103.515	21.156	103.659	30.0546	0	0	21.5592	-16000	0	15.2706	  0
DATA	1632295471	413703918	689	256	2021-09-22	09:24:31	nan	nan	nan	103.513	21.1855	103.657	30.0555	0	0	21.594	-16000	0	15.2729	 10
DATA	1632295472	163703918	692	256	2021-09-22	09:24:32	nan	nan	nan	103.513	21.1933	103.658	30.0555	0	0	21.6027	-16000	0	15.2734	 47
DATA	1632295473	413372993	697	256	2021-09-22	09:24:33	nan	nan	nan	103.512	21.221	103.657	30.0564	0	0	21.635	-16000	0	15.2666	207
